Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,IRVING CROUSE HEALTH 2,701 Irving Avenue,Syracuse,NY,13210,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.042242,-76.137333,2024-10-29,346502,2024-10-29,,,,2024-05-18,J1772
ELEC,FIVE-STAR BANK NORTH CHARGER,6215 Sheridan Dr,Buffalo,NY,14221,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.977447,-78.702482,2024-10-29,225163,2024-10-29,,,,2022-08-09,J1772
ELEC,SPOT cowork,21 Goodway Drive,Henrietta,NY,14623,E,Public,24 hours daily,,0,6,0,EV Connect,GPS,43.091767,-77.580578,2024-10-29,230835,2024-10-29,,,,2022-09-30,J1772
ELEC,Capital Region BOCES North,925 Watervliet Shaker Road,Albany,NY,12205,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,42.7444,-73.82358,2024-10-29,334528,2024-10-29,,,,2024-05-02,J1772
ELEC,STPETERHOSPITAL EV STATION #8,315 S Manning Blvd,Albany,NY,12208,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.654665,-73.80258,2024-10-29,212977,2024-10-29,,,,2022-03-27,J1772
ELEC,Nannen Arboretum,28 Parkside Dr,Ellicottville,NY,14731,E,Public,24 hours daily,,0,2,0,Non-Networked,GPS,42.283144,-78.669294,2024-05-09,157960,2024-05-09,P,,,2020-05-15,J1772
ELEC,CGCC PAC Lot,4400 NY-23,Hudson,NY,12534,E,Public,24 hours daily,,0,10,0,LIVINGSTON,GPS,42.21804,-73.81608,2024-10-29,324788,2024-10-29,,,,2023-06-12,J1772
ELEC,RRH CARTER 2 FL NG3,1415 Portland Ave,Rochester,NY,14621,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.191539,-77.588742,2024-10-29,145395,2024-10-29,,,,2019-09-20,J1772
ELEC,NATIONAL GRID BUFFALO STATE,1300 Elmwood Ave,Buffalo,NY,14222,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.931359,-78.879109,2024-10-29,162136,2024-10-29,,,,2020-06-12,J1772
ELEC,MARKET 32 EV MARKET32 SAR SP,3045 rt 50,Saratoga Springs,NY,12866,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.102972,-73.742407,2024-10-29,154240,2024-10-29,,,,2020-03-03,J1772
ELEC,WW BMW WWBMW 2,125 NY-59,Nanuet,NY,10954,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.107337,-74.037243,2024-10-29,224589,2024-10-29,,,,2022-07-29,J1772
ELEC,5TH AVE RIVER STREET 1,King St & Federal St,Troy,NY,12180,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.735123,-73.68809,2024-10-29,175239,2024-10-29,,,,2021-01-27,J1772
ELEC,Poland Town Court,3593 Church St,Kennedy,NY,14747,E,Public - Credit card at all times,24 hours daily,A D Debit M V,0,1,0,Non-Networked,GPS,42.158311,-79.101438,2024-03-14,226487,2024-03-14,P,,,2022-08-22,J1772
ELEC,NYE CDJR,1553 Upper Lenox Avenue,Oneida,NY,13421,E,Public,24 hours daily,,0,1,4,CHARGESMART_EV,GPS,43.077597,-75.687416,2024-10-29,334036,2024-10-29,,,,2023-10-24,J1772 J1772COMBO
ELEC,Riverview East - Garage,251 E 32nd St,New York,NY,10016,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,4,0,EVOKE,GPS,40.7438,-73.9769,2024-10-11,356977,2024-10-11,P,,,2022-01-13,J1772
ELEC,SWL SARANAC 1.3,234 Lake Flower Ave,Saranac Lake,NY,12983,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,44.32269,-74.12324,2024-10-29,169509,2024-10-29,,,,2020-11-26,J1772
ELEC,TIOGA HOTEL CASINO 2,NY-17,Nichols,NY,13812,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.024254,-76.41074,2024-10-29,180147,2024-10-29,,,,2021-01-27,J1772
ELEC,TOWN OF MORIAH MORIAHEV1,3258 Broad St,Port Henry,NY,12974,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,44.048466,-73.460976,2024-10-29,214259,2024-10-29,,,,2022-04-19,J1772
ELEC,APDC ADMIN LOT PORT 1.2,106 Smith Blvd,Albany,NY,12202,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.626232,-73.75825,2024-10-29,165222,2024-10-29,,,,2020-08-14,J1772
ELEC,Clearwater Beach - Clearwater Beach Parking,1875 Ocean Blvd,Atlantic Beach,NY,11509,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,4,0,EVOKE,GPS,40.586664,-73.732595,2024-10-11,356948,2024-10-11,P,,,2022-07-23,J1772
ELEC,Factory House Condominium - Crescent St,42-60 Crescent St,Queens,NY,11101,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,10,0,EVOKE,GPS,40.749177,-73.942084,2024-10-11,357033,2024-10-11,P,,,2023-08-15,J1772
ELEC,The Fern Lodge - Tesla Destination,46 Fiddlehead Bay Rd,Chestertown,NY,12817,E,Public,,,0,2,0,Tesla Destination,200-9,43.625261,-73.849046,2024-07-01,114923,2024-10-16,P,,,2017-11-03,TESLA
ELEC,Paumanok Vineyards - Tesla Destination,1074 Main Rd (Route 25),Aquebogue,NY,11931,E,Public,,,0,1,0,Tesla Destination,GPS,40.948767,-72.603648,2024-07-01,114880,2024-10-16,P,,,2017-03-30,TESLA
ELEC,PANYNJ LGA WEST 3,LGA West Garage LaGuardia Airport,East Elmhurst,NY,11371,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,40.773009,-73.875324,2024-10-29,162287,2024-10-29,,,,2020-06-12,J1772
ELEC,Icon Parking 202 E 18th Street - Tesla Destination,202 E 18th St,Manhattan,NY,10003,E,Public,,,0,2,0,Tesla Destination,200-8,40.735496,-73.985024,2024-07-01,150570,2024-10-16,P,,,2019-03-31,TESLA
ELEC,Home2 Suites by Hilton Middletown - Tesla Destination,600 Route 211 E,Middletown,NY,10941,E,Public,,,0,2,0,Tesla Destination,200-9,41.463118,-74.369714,2024-07-01,114976,2024-10-16,P,,,2016-12-05,TESLA
ELEC,TOWN OF BABYLON TOWN ANNEX 1,281 Phelps Ln,North Babylon,NY,11703,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,40.728081,-73.330953,2024-10-29,180133,2024-10-29,,,,2021-01-27,J1772
ELEC,EVCS1 CANANDAIGUA,105 S Main St,Canandaigua,NY,14424,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.886636,-77.279259,2024-10-29,162360,2024-10-29,,,,2020-06-12,J1772
ELEC,233 LAKE AVE GROVE 1.1,233 Lake Ave,Saratoga Springs,NY,12866,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.085484,-73.76566,2024-10-29,182060,2024-10-29,,,,2021-01-27,J1772
ELEC,GHMC PARKINGGARAGE3,707 E Main St,Middletown,NY,10940,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.44187,-74.367001,2024-10-29,202332,2024-10-29,,,,2021-12-10,J1772
ELEC,ERIE COUNTY ISLEVIEW,800 Niagara St,Tonawanda,NY,14150,E,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,0,2,0,ChargePoint Network,GPS,43.010323,-78.907524,2024-10-29,164077,2024-10-29,,,,2020-07-09,J1772
ELEC,Saratoga Auto Museum - Tesla Destination,110 Ave of the Pines,Saratoga Springs,NY,12866,E,Public,,,0,2,0,Tesla Destination,200-8,43.057279,-73.804334,2024-07-01,115234,2024-10-16,P,,,2014-08-14,TESLA
ELEC,MB OF BUFFALO DC MERC BUFF 2,8185 Main St,Williamsville,NY,14221,E,Public,24 hours daily,,0,0,1,ChargePoint Network,GPS,42.964533,-78.689716,2024-10-29,202804,2024-10-29,,,,2021-12-18,CHADEMO J1772COMBO
ELEC,AUCITON DIRECT AUCTIONDIRECT1,6520 96,Victor,NY,14564,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.976358,-77.387104,2024-10-29,251806,2024-10-29,,,,2023-01-25,J1772
ELEC,TONAWANDA YPR GOLF DOME 2,175 Brompton Rd,Tonawanda,NY,14150,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.002537,-78.84062,2024-10-29,174770,2024-10-29,,,,2021-01-27,J1772
ELEC,WEST HERR AUTO WH SR L2-3,4400 W Ridge Rd,Rochester,NY,14626,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,43.21647,-77.745837,2024-10-29,352399,2024-10-29,,,,2024-08-10,J1772
ELEC,CHEEKTOWAGA BROADWAY #3,3301 Broadway,Cheektowaga,NY,14227,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,42.902649,-78.75321,2024-10-29,183765,2024-10-29,,,,2021-02-04,J1772
ELEC,Atlantic Center - Tesla Supercharger,625 Atlantic Avenue B12,Brooklyn,NY,11217,E,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,0,0,12,Tesla,200-9,40.683715,-73.974337,2024-07-01,149300,2024-08-14,P,,,2019-09-30,TESLA
ELEC,Quik Park West 57 LLC - Tesla Destination,9 W 57th St,New York,NY,10019,E,Public,,,0,3,0,Tesla Destination,200-9,40.764259,-73.974972,2024-07-01,115193,2024-10-16,P,,,2015-05-21,J1772 TESLA
ELEC,MOHAWK HARBOR01 STATION #4,200 Harborside Dr,Schenectady,NY,12305,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.824318,-73.931979,2024-10-29,181904,2024-10-29,,,,2021-01-27,J1772
ELEC,Icon Parking 150 E 58th Street - Tesla Destination,150 E 58th St,New York,NY,10155,E,Public,,,0,3,0,Tesla Destination,200-9,40.76139,-73.968269,2024-07-01,115019,2024-10-16,P,,,2016-04-30,J1772 TESLA
ELEC,CITY HALL 12534 CITY HALL 1,542 Warren St,Hudson,NY,12534,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.2491,-73.78469,2024-10-29,174709,2024-10-29,,,,2021-01-27,J1772
ELEC,Forrest Pointe - South,1 Forrest Pointe Drive,East Greenbush,NY,12061,E,Public,24 hours daily,,0,8,0,LIVINGSTON,GPS,42.61006,-73.71603,2024-10-29,324797,2024-10-29,,,,2023-10-12,J1772
ELEC,imPark 101 Bedford Ave - Tesla Destination,101 Bedford Ave,Brooklyn,NY,11211,E,Public,,,0,3,0,Tesla Destination,200-9,40.719751,-73.954866,2024-07-01,114918,2024-10-16,P,,,2018-01-09,J1772 TESLA
ELEC,Burdick Nissan,5885 E Circle Dr,Cicero,NY,13039,E,Public - Call ahead,Dealership business hours,,0,1,0,Non-Networked,200-9,43.147147,-76.114274,2024-02-12,44331,2024-02-12,P,,,2011-11-30,J1772
ELEC,46-54 Angle St,46-54 Angle St,Buffalo,NY,14214,E,Public,24 hours daily,,0,4,0,EV Connect,GPS,42.953818,-78.833144,2024-10-29,329578,2024-10-29,,,,2024-02-29,J1772
ELEC,HOTEL LOCATION HIPF 1 RIGHT,950 Panorama Trail S,Rochester,NY,14625,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.125002,-77.487737,2024-10-29,240778,2024-10-29,,,,2023-01-02,J1772
ELEC,Kimball Ave,41 Kimball Ave,Yonkers,NY,10704,E,Public,24 hours daily,,0,2,0,EV Connect,GPS,40.904619,-73.867704,2024-10-29,333690,2024-10-29,,,,2024-04-27,J1772
ELEC,1170 Ocean Ave - Garage,1170 Ocean Ave,Brooklyn,NY,11230,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,8,0,EVOKE,GPS,40.633884,-73.958535,2024-10-11,356910,2024-10-11,P,,,2022-10-20,J1772
ELEC,EV BEVERLY1 FLEET 1,660 E Jericho Turnpike,Huntington Station,NY,11746,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,40.833581,-73.38612,2024-10-29,347744,2024-10-29,,,,2024-06-14,J1772
ELEC,1223 NY-300 (US-HAE-P7H-1B),1223 NY-300,Newburgh,NY,12550,E,Public,24 hours daily; for Rivian use only,A ACCOUNT_BALANCE D M V,0,0,1,RIVIAN_ADVENTURE,GPS,41.50107,-74.07239,2024-10-29,330359,2024-10-29,,,,2024-03-13,J1772COMBO
ELEC,JLR MT KISCO CPF 50 1,299 Kisco Ave,Mount Kisco,NY,10549,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,41.219025,-73.72528,2024-10-29,357741,2024-10-29,,,,2024-10-10,J1772
ELEC,COOPERS CORNER CAR CHARGE STAT,11 Mill Rd,New Rochelle,NY,10804,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.954884,-73.797253,2024-10-29,335725,2024-10-29,,,,2024-05-08,J1772
ELEC,HAMILTON EDU CAMPUS SAFETY 1,Campus Safety Office,Clinton,NY,13323,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.051196,-75.408482,2024-10-29,349132,2024-10-29,,,,2024-06-25,J1772
ELEC,Rapidpark 210 W 102nd Street - Tesla Destination,210 W 102st St,New York,NY,10025,E,Public,,,0,3,0,Tesla Destination,200-9,40.798108,-73.968204,2024-07-01,115051,2024-10-16,P,,,2017-08-17,J1772 TESLA
ELEC,FISHKILL SUMLAND,1399 Rt 52,Fishkill,NY,12524,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.539739,-73.886332,2024-10-29,261054,2024-10-29,,,,2023-05-19,J1772
ELEC,SUNY WCC LOT 3 STATION A,75 Grasslands Rd,Valhalla,NY,10595,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.067482,-73.789428,2024-10-29,252924,2024-10-29,,,,2023-02-01,J1772
ELEC,MONROE COUNTY STADIUM N1,One Morrie Silver Way Innovative Stadium,Rochester,NY,14608,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.157324,-77.621761,2024-10-29,260862,2024-10-29,,,,2023-05-16,J1772
ELEC,Marbletown Community Center,3562 Main St,Stone Ridge,NY,12484,E,Public,24 hours daily,,0,2,0,Non-Networked,GPS,41.852574,-74.139946,2022-03-07,86200,2024-02-20,LG,,,2017-07-01,J1772
ELEC,iPark NYC 183 E 73rd Street - Tesla Destination,184 E 73rd St,New York,NY,10021,E,Public,,,0,3,0,Tesla Destination,200-8,40.770601,-73.960531,2024-07-01,115034,2024-10-16,P,,,2016-04-30,J1772 TESLA
ELEC,Center Moriches,313 Frowein Rd,Center Moriches,NY,11934,E,Public,24 hours daily,,0,4,0,EV Connect,GPS,40.804923,-72.807673,2024-10-29,123099,2024-10-29,,,,2019-04-01,J1772
ELEC,Ridgedale Manor - 113-133,55 Pennels Dr.,Greece,NY,14626,E,Public,24 hours daily,,0,8,0,LIVINGSTON,GPS,43.21465,-77.70726,2024-10-29,350795,2024-10-29,,,,2024-07-19,J1772
ELEC,Kendal at Ithaca 3,2230 N Triphammer Rd,Ithaca,NY,14850,E,Public,24 hours daily,,0,2,0,CHARGESMART_EV,GPS,42.47396,-76.487761,2024-10-29,334127,2024-10-29,,,,2023-01-20,J1772
ELEC,ROSENBLUM300 300 GREAT OAKS,300 Great Oaks Blvd,Albany,NY,12203,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.680984,-73.846759,2024-10-29,118995,2024-10-29,,,,2019-03-08,J1772
ELEC,King Thiel Senior Community,17 Elks Ln,Latham,NY,12110,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,42.72645,-73.74179,2024-10-29,236897,2024-10-29,,,,2022-11-28,J1772
ELEC,8101 NY-68,8101 NY-68,Ogdensburg,NY,13669,E,Public,24 hours daily,,0,6,0,EV Connect,GPS,44.680164,-75.516847,2024-10-29,357255,2024-10-29,,,,2024-09-29,J1772
ELEC,Monroe Community College - Lot P,1000 E Henrietta Rd,Rochester,NY,14623,E,Public,24 hours daily; employees only; 4 hour limit,A D Debit M V,0,2,0,Non-Networked,GPS,43.102332,-77.608205,2024-04-14,226504,2024-04-14,P,,,2022-08-24,J1772
ELEC,Stewart's Shops - Tesla Supercharger,647 Mariaville Rd,Rotterdam,NY,12306,E,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,0,0,8,Tesla,GPS,42.79326,-74.004921,2024-07-01,257675,2024-08-14,P,,,2023-03-30,TESLA
ELEC,Parkit 221 Thompson Street - Tesla Destination,221 Thompson St,New York,NY,10012,E,Public,,,0,3,0,Tesla Destination,200-9,40.729234,-73.999013,2024-07-01,115056,2024-10-16,P,,,2015-11-13,J1772 TESLA
ELEC,The Horizon at Fleetwood - 550 Locust Upper Garage,550 Locust St,Mount Vernon,NY,10552,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,4,0,EVOKE,GPS,40.923326,-73.84154,2024-10-11,357059,2024-10-11,P,,,2022-02-22,J1772
ELEC,WEST HERR AUTO WH TC L2-3,2435 NY-332,Canandaigua,NY,14424,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.914363,-77.299764,2024-10-29,256967,2024-10-29,,,,2023-03-24,J1772
ELEC,Madison Towers,60 Presidential Plaza,Syracuse,NY,13202,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,43.04601,-76.14334,2024-10-29,357187,2024-10-29,,,,2024-09-27,J1772
ELEC,HARLEY SCHOOL HARLEY 1,1981 Clover St,Rochester,NY,14618,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.1206,-77.548985,2024-10-29,188099,2024-10-29,,,,2021-04-29,J1772
ELEC,Parkright 257 Gold Street - Tesla Destination,257 Gold St,Brooklyn,NY,11201,E,Public,,,0,3,0,Tesla Destination,200-9,40.696848,-73.983071,2024-07-01,114895,2024-10-16,P,,,2015-11-13,J1772 TESLA
ELEC,Private Dealer Use Station (L2),18 Union Street,Sidney,NY,13838,E,Public,,,0,1,0,NOODOE,GPS,42.312325,-75.395229,2024-10-29,355029,2024-10-29,,,,2024-09-05,J1772
ELEC,EPLLC LOCKHEED 2,497 Electronics Pkwy,Liverpool,NY,13088,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.110046,-76.18823,2024-10-29,145764,2024-10-29,,,,2019-10-03,J1772
ELEC,Canasawacta Country Club,261 County Road 44,Norwich,NY,13815,E,Public,24 hours daily,,0,8,0,CHARGESMART_EV,GPS,42.566448,-75.543443,2024-10-29,333729,2024-10-29,,,,2023-04-14,J1772
ELEC,STONY BROOK UNV ADMIN 1,100 Nicolls Road,Stony Brook,NY,11790,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.914648,-73.119684,2024-10-29,181140,2024-10-29,,,,2021-01-27,J1772
ELEC,419 Stuyvesant Ave,419 Stuyvesant Ave,Brooklyn,NY,11233,E,Public,24 hours daily,,0,2,0,FLO,GPS,40.679727,-73.931347,2024-10-29,202930,2024-10-29,,,,2021-12-22,J1772
ELEC,LANDMARK ALBANY LANDMARK ALBANY,100 Sandidge Way,Albany,NY,12203,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.687836,-73.83313,2024-10-29,169976,2024-10-29,,,,2020-12-08,J1772
ELEC,BRI - Bay Ridge Municipal Parking Garage,8501 5th Ave,Brooklyn,NY,11209,E,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,0,5,0,EV Connect,GPS,40.621698,-74.02567,2024-10-29,65288,2024-10-29,,,,2015-06-01,J1772
ELEC,MICHAELSGRP MICHAELS GROUP2,1 Marion's way,Mechanicville,NY,12118,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.957663,-73.789273,2024-10-29,195768,2024-10-29,,,,2021-09-10,J1772
ELEC,Price Chopper,1060 Madison Ave,Albany,NY,12208,E,Public,24 hours daily; maximum stay of 2 hours,,0,2,0,Non-Networked,200-9,42.664671,-73.790463,2023-03-08,68579,2024-01-31,P,,,2015-05-01,J1772
ELEC,The Lofts at Saratoga - Maintenance Bldg,18 Lofts Way,Malta,NY,12020,E,Public,24 hours daily,,0,4,0,CHARGESMART_EV,GPS,42.968269,-73.793842,2024-10-29,333727,2024-10-29,,,,2023-04-04,J1772
ELEC,Parkash 4769 LLC - 4769 White Plains,4769 White Plains Road,Bronx,NY,10470,E,Public,24 hours daily,,0,7,0,Blink Network,GPS,40.905461,-73.849791,2024-10-29,241222,2024-10-29,,,,2022-08-05,J1772
ELEC,Brighton Memorial Library,2300 Elmwood Ave,Rochester,NY,14618,E,Public,24 hours daily,,0,2,0,Non-Networked,200-9,43.127059,-77.575573,2023-03-08,149107,2024-01-31,LG,,,2016-09-26,J1772
ELEC,CHARGE OWASCO STATION 1,2 Bristol Ave,Auburn,NY,13021,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.91832,-76.54498,2024-10-29,202294,2024-10-29,,,,2021-12-10,J1772
ELEC,MHM WALL STREET 2,1 Wall St,Albany,NY,12205,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.741604,-73.84338,2024-10-29,235733,2024-10-29,,,,2022-11-05,J1772
ELEC,West Genesee Athletic Club,6415 Pottery RD,Warens,NY,13164,E,Public,24 hours daily,,0,2,0,LIVINGSTON,GPS,43.08033,-76.28406,2024-10-29,223135,2024-10-29,,,,2021-11-18,J1772
ELEC,AAA WESTCENTRAL AAA L2 4,100 International Drive,Amherst,NY,14221,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.978249,-78.730125,2024-10-29,261208,2024-10-29,,,,2023-05-23,J1772
ELEC,National Grid - Syracuse Office Center,300 Erie Blvd W,Syracuse,NY,13202,E,Public,"8am-5pm M-F, 24 hours Sat-Sun",,0,1,0,Non-Networked,200-9,43.051581,-76.157208,2024-01-09,123603,2024-01-31,T,,,2019-03-01,J1772
ELEC,Municipal Marina & Campground,302 Marina Dr,Montour Falls,NY,14865,E,Public,24 hours daily,,0,4,0,EV Connect,GPS,42.355437,-76.852614,2024-10-29,350047,2024-10-29,,,,2024-07-06,J1772
ELEC,G & M REALTY 2 STATION 5,22-44 Jackson Ave,LIC,NY,11101,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.745355,-73.94625,2024-10-29,223836,2024-10-29,,,,2022-07-21,J1772
ELEC,The Franciscan Villa,6900 Buckley Rd,Syracuse,NY,13212,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,43.10428,-76.16206,2024-10-29,324873,2024-10-29,,,,2023-09-22,J1772
ELEC,COLE GROUP HIGHLAND 1,20 Eastview Dr,Watervliet,NY,12189,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.736084,-73.718287,2024-10-29,260038,2024-10-29,,,,2023-04-28,J1772
ELEC,411 West 55th St,411 W 55th St,New York,NY,10019,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,40.76709,-73.98733,2024-10-29,223115,2024-10-29,,,,2021-12-22,J1772
ELEC,Towne Chrysler Dodge Jeep,5130 Camp Road,Hamburg,NY,14075,E,Public,24 hours daily,,0,1,1,Blink Network,GPS,42.747088,-78.854571,2024-10-29,320309,2024-10-29,,,,2023-06-28,J1772 J1772COMBO
ELEC,Waters Edge - Runabout Lane,300 Starboard Side Ln,Webster,NY,14580,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,43.17527,-77.51569,2024-10-29,324892,2024-10-29,,,,2023-04-01,J1772
ELEC,Matcha Electric,140 58th St,Brooklyn,NY,11220,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,0,2,0,MATCHA,GPS,40.646,-74.024806,2024-07-11,346620,2024-07-11,P,,,2024-05-15,J1772
ELEC,VIL OF LEWISTO ACADEMY PARK,895 Center St,Lewiston,NY,14092,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.172174,-79.032076,2024-10-29,302470,2024-10-29,,,,2023-07-14,J1772
ELEC,NC LEXUS LATHAM STATION 2,999 Loudon Rd,Cohoes,NY,12047,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.771822,-73.75272,2024-10-29,331738,2024-10-29,,,,2024-04-05,J1772
ELEC,Manhattan Plaza,427 W 42nd St,New York,NY,10036,E,Public,24 hours daily,,0,2,0,Blink Network,GPS,40.759223,-73.992703,2024-10-29,164442,2024-10-29,,,,2019-06-19,J1772
ELEC,383 Court St,383 Court St,Brooklyn,NY,11231,E,Public,24 hours daily,,0,2,0,FLO,GPS,40.680484,-73.996719,2024-10-29,194646,2024-10-29,,,,2021-08-28,J1772
ELEC,50 Front,50 Front St,Binghamton,NY,13905,E,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,0,4,0,EVGATEWAY,200-8,42.09545,-75.91799,2024-05-09,334186,2024-05-09,P,,,2023-12-31,J1772
ELEC,COM1-1 COM1-2,365 W 25th St,New York,NY,10001,E,Public,24 hours daily,,0,0,1,ChargePoint Network,GPS,40.747434,-74.000085,2024-10-29,313672,2024-10-29,,,,2023-10-14,CHADEMO J1772COMBO
ELEC,New York Hemp Oil,37 Huntington St.,Cortland,NY,13045,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,42.593,-76.17603,2024-10-29,347197,2024-10-29,,,,2024-05-31,J1772
ELEC,CITY OF ALBANY CITY HALL,City Hall 77 Corning Place,Albany,NY,12207,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.651389,-73.754273,2024-10-29,262440,2024-10-29,,,,2023-06-09,J1772
ELEC,GMC Parking Garage - 200 Central,200 Central Park South,New York,NY,10019,E,Public,24 hours daily,,0,1,0,Blink Network,GPS,40.766719,-73.979533,2024-10-29,190107,2024-10-29,,,,2021-05-26,J1772
ELEC,854ELLICOTT 854 ELLICOTT 4,854 Ellicott St,Buffalo,NY,14203,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.901748,-78.867401,2024-10-29,180118,2024-10-29,,,,2021-01-27,J1772
ELEC,New York Hemp Oil,185 S Main St,Cortland,NY,13045,E,Public,24 hours daily,,0,1,0,Blink Network,GPS,42.592477,-76.179663,2024-10-29,238317,2024-10-29,,,,2022-11-02,J1772
ELEC,TOWN OF RED HK RED HOOK 2,7336 S Broadway,Red Hook,NY,12571,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.987163,-73.880399,2024-10-29,171727,2024-10-29,,,,2021-01-27,J1772
ELEC,Homewood Suites Syracuse/Liverpool,275 Elwood Davis Rd,Liverpool,NY,13088,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,43.0979,-76.17756,2024-10-29,334494,2024-10-29,,,,2024-05-02,J1772
ELEC,EVolve NY Goldens Bridge,22 NY-138,Goldens Bridge,NY,10526,E,Public,24 hours daily,,0,0,6,Electrify America,GPS,41.29401,-73.6748,2024-10-29,279336,2024-10-29,,,,2023-06-22,CHADEMO J1772COMBO
ELEC,MARKET 32 EV MARKET 32 EG CH,501 COLUMBIA PLAZA,Rensselaer,NY,12144,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.607573,-73.719919,2024-10-29,152319,2024-10-29,,,,2020-01-09,J1772
